tweetid,text,manual_class
348640592059826000,RT @ChuckGoudieABC7: Good thing for #Bruins fans Patrice #Bergeron was taken to Northwestern Hosp. If he was at Cook County he wouldn't be …,
348640597067837000,RT @ChuckGoudieABC7: Good thing for #Bruins fans Patrice #Bergeron was taken to Northwestern Hosp. If he was at Cook County he wouldn't be …,
348640826060063000,RT @ChuckGoudieABC7: Good thing for #Bruins fans Patrice #Bergeron was taken to Northwestern Hosp. If he was at Cook County he wouldn't be …,
348641210488996000,I really hope we play cook county next year! #basketball,Sports
348641218286207000,RT @ChuckGoudieABC7: Good thing for #Bruins fans Patrice #Bergeron was taken to Northwestern Hosp. If he was at Cook County he wouldn't be …,
348642146653438000,"Can't escape the bachelorette parties no matter where I go! If its not Cook County,  its @OnTheRocksEdm #partyon",
348642165624283000,RT @ChuckGoudieABC7: Good thing for #Bruins fans Patrice #Bergeron was taken to Northwestern Hosp. If he was at Cook County he wouldn't be …,
348643523974803000,RT @ChuckGoudieABC7: Good thing for #Bruins fans Patrice #Bergeron was taken to Northwestern Hosp. If he was at Cook County he wouldn't be …,
348644112049766000,@MassholeSports and your bitch Bergeron at Cook County hospital,
348646014623834000,Good Night Warrick County.  Tomorrow I will be working on the back to school event and the BBQ cook off and... http://t.co/JGqP7lVJaM,
348650557868757000,"NATO 3 Status Hearing Tues, 6/25: Pack the Courtroom!",
NA,,
NA,,
NA,,
348650557868757000,,
348652624058397000,Bull rides at cook county. Aww ya,
348653607895310000,RT @ChuckGoudieABC7: Good thing for #Bruins fans Patrice #Bergeron was taken to Northwestern Hosp. If he was at Cook County he wouldn't be …,
348653820294857000,RT @ChuckGoudieABC7: Good thing for #Bruins fans Patrice #Bergeron was taken to Northwestern Hosp. If he was at Cook County he wouldn't be …,
348654178639442000,COOK COUNTY SHERIFF'S POLICE COLD CASE UNIT,
NA,,
NA,,
348654178639442000,,
348656495967211000,Saw a cook county sheriff at Dunkin Donuts. So much for breaking stereotypes...,
348656945508524000,"""Foreign chick."" No bitch you were born in Cook County Hospital.",
348657142187835000,"RT @KingPamon28: ""Foreign chick."" No bitch you were born in Cook County Hospital.",
348659731084222000,RT @ILColdCases: COOK COUNTY SHERIFF'S POLICE COLD CASE UNIT,
NA,,
NA,,
348659731084222000,,
348660870248792000,@Edzila Did he go to Cook County or Rush?,
348661422701560000,"@Edzila In that 'hood, ""traumas"" go to Cook County. I was trying to see if we could make a good spleen guess!",
348661903972774000,"@Edzila Over there, traumas go to Cook County. I was trying to see if we could make a good deduction on the spleen!",
348667499736334000,Chicago man gets 35 years in teen's shooting death: A Cook County judge has sentenced a Chicago... http://t.co/yGP6geFt3R #Chicago #News,News
348672836153508000,The Six Merry Murderesses of Cook County Jail.,
348672872023204000,we're going to cook county? These might be the last things this n8 tweets #cowboyvsindian #kkk #yeehaw #fuckdat #kendrickvoice,
348673170963833000,Beware criminals of cook county- I now have my 711 license! http://t.co/9czCyl3qRL,
348675186276581000,Sunday's Show: @FPDCC General Superintendent Arnold Randall on 100th Anniversary of Cook County Preserves. http://t.co/f1LdYLW9SN,
348684410150859000,By the grace of cook county,
348685676759368000,She got cook county innit lmao nicole u fucked up,
348686941136490000,Cook County News: Ex-Enron CEO Skilling resentenced to 14 years http://t.co/5JXe01XWg2,News
348687007876260000,Cook County News: Should Boychuk Be Suspended for Hit on Toews? http://t.co/eYgSifsPTN,News
348687078038573000,"Cook County News: Chicago officials warn of extreme heat, storms http://t.co/r6iuqH3Z02",News
348687108489228000,Cook County News: Chicago man gets 35 years for murder http://t.co/Fi2m27aSTj,News
348692315306607000,RT @Cook_County_: Cook County News: Should Boychuk Be Suspended for Hit on Toews? http://t.co/eYgSifsPTN,News
348701985182192000,Why come to cook county if you cannot dance! #learnplease #needadancepartner,
348705055521788000,#ExposeCPC,
NA,,
348705055521788000,,
348708036560429000,RT @GrannyGrump42: #ExposeCPC,
NA,,
348708036560429000,,
348718586262598000,"#ExposeCPC Unlike #abortion clinics,they don’t dope women up ’til they stop breathing,fail 2resuscitate. #prochoice",
348718586262598000,,
348729784500634000,"Cook County, Illinois Adopts New Ethernet Fiber Network Providers, Cost ...: SolveForce launches new Cook Coun... http://t.co/wyygiW7jLD",News
348732193327170000,"Cook County News: Man, Woman Found Dead in Sheraton Hotel Murder-Suicide http://t.co/QCP5UJmh0f",News
348732240957682000,Cook County News: Microsoft store at Woodfield opens today http://t.co/nUwB3sU5zm,News
348732270267474000,Cook County News: Chicago man charged with soliciting murder in DuPage http://t.co/zrSkMgD0iT,News
348732289691296000,Cook County News: Man Charged with Attacking Girl in Albany Park Home http://t.co/KgbuITpLcB,News
348732311803670000,"Cook County News: Cedeno, Martinez Lead Astros Past Cubs 4-3 http://t.co/RAAMIm241a",News
348732330233430000,Cook County News: White Sox Beat Royals 3-2 with Run in 9th Inning http://t.co/jUPX0Mae3b,News
348752879328297000,#ExposeCPC,
NA,,
348752879328297000,,
348760619031355000,"As Cook County Jail Swells, Fritchey Pushes Plan to Reduce Admissions by 25% -  http://t.co/x2E0adsUOT via @davidormsby",Jail
348771762080719000,RT @ProlifeMassGoer: #ExposeCPC,
NA,,
348771762080719000,,
348772330769617000,Keep our Mission Team in your prayers today as we minister to our young men at Cook County Jail/Boot Camp....Our... http://t.co/lm6jq4WIrk,
348773877431812000,@Daaeck not in cook county :-/ I checked lol,
348777640980791000,Looking for something to do Saturday June 29?  The 1st Annual BBQ Cook-Off / Music Festival at Q.A. County... http://t.co/sRiwIwwqTo,
348787561143083000,RT @mikenow: Sunday's Show: @FPDCC General Superintendent Arnold Randall on 100th Anniversary of Cook County Preserves. http://t.co/f1LdYLW…,
348794544965427000,"PHYSICIAN ASSISTANT - POST GRADUATE-ALL SHIFTS at Cook County Health and Hospital Systems (Chicago, IL): Durin... http://t.co/HbkM2Ck6ir",
348796005027819000,"Cowboy church at 10. At the Marion county fair grounds. Longs donuts, milk, coffee, and live show by cook and belle.",
348796657711870000,Illinois New Jobs $ PHYSICIAN ASSISTANT - POST GRADUATE-ALL SHIFTS at Cook County Health and Hospital Systems ...  http://t.co/TCKWUYXb7m,
348797311389929000,RT @Chicago_Buzz: #JobSearch PHYSICIAN ASSISTANT - POST GRADUATE-ALL SHIFTS at Cook County Health and Hospital... Find this Job&amp;More:  http…,
348799686427148000,Breaking-Gov. Quinn to sign Erin's Law in late January at CAC of North &amp; NW Cook County. Thank you @ErinMerryn! http://t.co/itAOyamqL1,News
348803030759649000,Let's hope everyone was on their best behavior. (@ Cook County Criminal Courts Building - @tonipreckwinkle) http://t.co/GoCpabAxB3,
348809674201645000,Forgot my stuff inna truck smh..have to go to cook county prison to pick it up 😫,
348812203232723000,Have a Gardening Question? Ask a Cook County Extension Master Gardener http://t.co/tvGsQ3H09b,
348812237156258000,"Dart: Man charged with swiping, selling grave vases: Cook County Sheriff Tom Dart says a former... http://t.co/wjAuOYNVd7 #Chicago #News",News
348812580615254000,"Acting on behalf its members, the Chicagoland Chamber sued to block new Cook County business tax.  http://t.co/i7zsqycnvx",
348813032186585000,"RT @ChicagolandSBDC: Acting on behalf its members, the Chicagoland Chamber sued to block new Cook County business tax.  http://t.co/i7zsqyc…",
348813378933883000,RT @urbangarden: Have a Gardening Question? Ask a Cook County Extension Master Gardener http://t.co/tvGsQ3H09b,
348814677033226000,"Slow night in Cook County. 14 shot, only one fatally- http://t.co/nCqR8nMjoV",News
348815226407383000,"All Cook County judges up for reelection, should be watching Ch. 7 news. The bail system has to be overhauled. Jail overcrowding is a mess.",
348817662937285000,RT @ProlifeMassGoer: #ExposeCPC,
NA,,
348817662937285000,,
348817748496896000,"In case you missed it from last week, 40 couples got married at the Cook County Jail Thursday. http://t.co/GGfYft64fE",Jail
348819214104142000,"RT @DNAinfoCHI: In case you missed it from last week, 40 couples got married at the Cook County Jail Thursday. http://t.co/GGfYft64fE",Jail
348820273342058000,"Woop Woop Woop dope dancin like chris breeeeez,woop woop that's the cook county poliiiiiiiiice...",
348820442229912000,"Dart: Man charged with swiping, selling grave vases: Cook County Sheriff Tom Dart says a former cemetery worker... http://t.co/36vhpjdc9e",
348822348562043000,Spent my morning trying to help a friend navigate Cook County Mental Health services. We have zero anti-suicide services open on Sunday. WAT,
348822607635821000,Navigating the Cook County public services system would make even a well adjusted person go into crisis mode.,
348822616448057000,#WhyYoWeaveSmellLike Cook County's Div 5 ??,
348823649714840000,"@HaroldWallin What have you say about Illinois Compiled Statutes 1992, as amended as cited on Cook County indictments? Silence is admission.",
348823985145934000,"Even in the good old days, it took twenty some years to get the Forest Preserve District of Cook County up and going!",
348825925531611000,"RT @DNAinfoCHI: In case you missed it from last week, 40 couples got married at the Cook County Jail Thursday. http://t.co/GGfYft64fE",
348826895183397000,"Premises Technician Lake County and Cook County Illinois - AT&amp;T: ( #Chicago , IL) http://t.co/7EmJV1y1tc #SkilledTrade #Job #Jobs",
348835582874616000,To hot to cook? Best Places to Picnic in Hendricks County http://t.co/VluXKPICXw via @HendrickCounty,
348837207873827000,"@HaroldWallin Hmmm....Cook County uses a non-existent, separation of powers amendment that is retroactive, restrospective and prospective.",
348837486484677000,@HaroldWallin Cook County prosecutors that is. Those guys are in prison under illegal restraint and will costs the taxpayers billions.,
348837613706281000,"Huntsville your farmers have,fresh locally grown fall and winter produce all day at the Madison County Farmers Market on Cook Ave. Join Us!",
348840646657851000,Cemetery Worker Charged with Swiping Grave Vases: Cook County Sheriff Tom Dart says a former cemetery worker... http://t.co/apvMNDzeYa,
348840700936327000,@Jazzi_Rozay I was just born there cook county hospital,
348843453154734000,Cook County Health trims taxpayer subsidy http://t.co/ky27ljm4uI,
348846852382274000,"I hate when ppl assume im from lake county. NO BITCH, I'm from cook county. I just live here.",
348848261831999000,“@irritatedwoman: Storms developing right over us @reedtimmerTVN #IL - south cook county http://t.co/WZJgNpxqgg” saw the same in Barrington!,
348856821102027000,I'm always shocked by the amount of people who have never been to county fairs or rib cook offs... #countryliving,
348857639054221000,Man in 20s walked into Stroger hospital with  gunshot wound to his left knee and right leg #chicago #SuperSoulSunday #SpiritChat #WorstLies,News
348866030405317000,"@JayEfWhite ever heard of the state of Indiana (Mr Ball State)? No Chicago, Cook County, or IL tax. It's the closest cheap gas 2 you.",
348867749281419000,Snack Bar Short Order/Grill Cook (Fairfield County) http://t.co/nOks7OtNTA,
348867852054438000,Cook County (Robbins) - 3702 W 139th St - Req full still on box 2909. Heavy fire in a 2 story building. Request... http://t.co/9a3dXTBkZU,
348868153201279000,RT @chicagofire42: Cook County (Robbins) - 3702 W 139th St - Req full still on box 2909. Heavy fire in a 2 story building. Request... http:…,
348868342616035000,RT @backround_check: Cook County authorities welcome U.S. Supreme Court’s DNA ruling http://t.co/CLD5XY8vzM #law,
348871292377764000,On the road back to cook county!,
348872881528250000,RT @chicagofire42: Cook County (Robbins) - 3702 W 139th St - Req full still on box 2909. Heavy fire in a 2 story building. Request... http:…,
348874228835156000,From the archives: : Did Chicago PD &amp; Cook County really spend $78million prosecuting marijuana possession... http://t.co/SXZgtBTmoE,
348876655915323000,@oohMYGod__ LMFAOOO! You wish he was Cook County don't ya? 😩😂😂,
348884828306936000,Strong arm robbery on camera. Smh. He should peddle straight to cook county !,
348886573284217000,@jandrew2707 is cus she from cook county nigga. Its all abiut them lake county mamis;),
348888720675570000,"@NHLhistorygirl The only ""Mount Prospect"" I can find is in Cook County Illinois. That makes the ""go Bruins!"" that much funnier.",
348892408961962000,We've made it to Cook county! ROAD TRIP ADVENTURES,
348898168576020000,iNWS Alert - New event. Severe Thunderstorm Warning from 6/23/2013 3:19 PM to 4:15 PM CDT for Cook County.... http://t.co/8HfZGlMIzx,Weather
348898188159222000,"Severe Thunderstorm Warning for Cook, Kankakee, and Will County in IL until 4:15pm CDT. #ilwx",Weather
348898191850217000,"New event. Severe Thunderstorm Warning from 6/23/2013 3:19 PM to 4:15 PM CDT for Cook County, L... Read more at http://t.co/hujy35YZUr",Weather
348898212121289000,"New event. Severe Thunderstorm Warning from 6/23/2013 3:19 PM to 4:15 PM CDT for Cook County, L... Read more at http://t.co/3VWzOWJZSA",Weather
348898386264592000,"Severe Thunderstorm Warning - Cook; Kankakee; Will County(s), IL until 06/23/13  4:15PM (CDT) #ilwx More @: http://t.co/PoQijcckOU",Weather
348898414060249000,"RT @severewarn: Severe Thunderstorm Warning for Cook, Kankakee, and Will County in IL until 4:15pm CDT. #ilwx",Weather
348898510109819000,Thunderstorm Warning For SE Cook County In NE Illinois. NE Kankakee County In NE Illinois. East Central Will Count...,Weather
348898510109819000,,
348898516736819000,Thunderstorm Warning For SE Cook County In NE Illinois. NE Kankakee County In NE Illinois. East Central Will Count...,Weather
348898516736819000,,
348898545174196000,"RT @severewarn: Severe Thunderstorm Warning for Cook, Kankakee, and Will County in IL until 4:15pm CDT. #ilwx",Weather
348899022792184000,"Severe thunderstorm warnings for Cook county, meanwhile it looks like a million bucks outside. Suck my derecho, weatherman.",Weather
348899371087196000,"The NWS has issued a SEVERE THUNDERSTORM WARNING for Cook, Kankakee, Will counties in IL and Lake county in IN... http://t.co/iKKNNlHvH3",
348899371435299000,SEVERE THUNDERSTORM WARNING FOR...,
NA,,
348899371435299000,,
348899616554631000,"RT @severewarn: Severe Thunderstorm Warning for Cook, Kankakee, and Will County in IL until 4:15pm CDT. #ilwx",Weather
348900114280088000,MT @WGNWeatherGuy  Severe Thunderstorm Warning from 6/23/2013 3:19 PM to 4:15 PM CDT for Cook County -  http://t.co/OZxg5bAmV5,Weather
348900229610881000,RT @WGNNews: MT @WGNWeatherGuy  Severe Thunderstorm Warning from 6/23/2013 3:19 PM to 4:15 PM CDT for Cook County -  http://t.co/OZxg5bAmV5,Weather
348900264981430000,RT @WGNNews: MT @WGNWeatherGuy  Severe Thunderstorm Warning from 6/23/2013 3:19 PM to 4:15 PM CDT for Cook County -  http://t.co/OZxg5bAmV5,Weather
348900544405975000,"I'm at Provident Hospital of Cook County (Chicago, IL) http://t.co/0pxk756urL",
348900652178616000,Who keep calling me from cook county jail tho,Jail
348900982652019000,RT @WGNNews: MT @WGNWeatherGuy  Severe Thunderstorm Warning from 6/23/2013 3:19 PM to 4:15 PM CDT for Cook County -  http://t.co/OZxg5bAmV5,Weather
348901664926888000,#ILwx Severe tstorm warning 4 Cook County until 4:15 PM CDT,
NA,,
348901664926888000,,
348903795901739000,"RT @severewarn: Severe Thunderstorm Warning for Cook, Kankakee, and Will County in IL until 4:15pm CDT. #ilwx",Weather
348904883220533000,Still have a Severe Thunderstorm moving through Will County into Cook. Another well SW of Chicago area near Peoria. http://t.co/8cq4fPwAJw,Weather
348908472739455000,The severe t-storm warning that include Cook County has been canceled. Storm is now below severe limits but still worthy of your attention.,
348908632424976000,RT @SteveGrzanich: The severe t-storm warning that include Cook County has been canceled. Storm is now below severe limits but still worthy…,
348908805129634000,RT @SteveGrzanich: The severe t-storm warning that include Cook County has been canceled. Storm is now below severe limits but still worthy…,
348908855717134000,RT @SteveGrzanich: The severe t-storm warning that include Cook County has been canceled. Storm is now below severe limits but still worthy…,
348908926496039000,"Getting gas for $3.29 in Kenosha. Cook County,  you're just rude.",
348909025485799000,RT @SteveGrzanich: The severe t-storm warning that include Cook County has been canceled. Storm is now below severe limits but still worthy…,
348909930641764000,@prisonculture just saw what you were referring to but this is common practice in Cook County,
348915053157814000,"Severe Thunderstorm Warning for Cook, DuPage, and Will County in IL until 5:00pm CDT. #ilwx",Weather
348915134535696000,"New event. Severe Thunderstorm Warning from 6/23/2013 4:26 PM to 5:00 PM CDT for Cook County, W... Read more at http://t.co/u5RAD5iQ3v",Weather
348915137366872000,"iNWS Alert - New event. Severe Thunderstorm Warning from 6/23/2013 4:26 PM to 5:00 PM CDT for Cook County,... http://t.co/bvdS0tLmH7",Weather
348915149547123000,"New event. Severe Thunderstorm Warning from 6/23/2013 4:26 PM to 5:00 PM CDT for Cook County, W... Read more at http://t.co/Px7sOoSsTh",Weather
348915248574628000,"Severe Thunderstorm Warning - Cook; DuPage; Will County(s), IL until 06/23/13  5:00PM (CDT) #ilwx More @: http://t.co/gToijiMEBM",Weather
348915299837428000,"RT @severewarn: Severe Thunderstorm Warning for Cook, DuPage, and Will County in IL until 5:00pm CDT. #ilwx",Weather
348915449079153000,"Severe Thunderstorm Warning for Cook, DuPage, and Will County in IL until 5:00pm CDT. #ilwx",Weather
348915531212001000,"RT @TyChiStorm: Severe Thunderstorm Warning for Cook, DuPage, and Will County in IL until 5:00pm CDT. #ilwx",Weather
348915692864676000,"RT @WGNWeatherGuy: New event. Severe Thunderstorm Warning from 6/23/2013 4:26 PM to 5:00 PM CDT for Cook County, W... Read more at http://t…",Weather
348916034624954000,"RT @severewarn: Severe Thunderstorm Warning for Cook, DuPage, and Will County in IL until 5:00pm CDT. #ilwx",Weather
348916299616895000,"RT @severewarn: Severe Thunderstorm Warning for Cook, DuPage, and Will County in IL until 5:00pm CDT. #ilwx",Weather
348916573832085000,Severe Thunderstorm Warning for Cook County http://t.co/FY8t0TNaIT,Weather
348916697111097000,* SEVERE THUNDERSTORM WARNING FOR...,
NA,,
348916697111097000,,
348920006848946000,"RT @severewarn: Severe Thunderstorm Warning for Cook, DuPage, and Will County in IL until 5:00pm CDT. #ilwx",Weather
348924225005957000,I just answered Where is the best place to pick up lucky bamboo? http://t.co/J2rZvDL3rz #StreetAdvisor,
348927052877025000,I just answered the 6400 block of West McLeanCan anyone offer some insights as to the area.  Regards http://t.co/ZwoUXCXT8E #StreetAdvisor,
348927262000828000,"New event. Severe Thunderstorm Warning from 6/23/2013 5:14 PM to 6:00 PM CDT for Cook County, W... Read more at http://t.co/Y6K308W8ox",Weather
348927272943751000,"iNWS Alert - New event. Severe Thunderstorm Warning from 6/23/2013 5:14 PM to 6:00 PM CDT for Cook County,... http://t.co/vOmYACMr1l",Weather
348927294603145000,"New event. Severe Thunderstorm Warning from 6/23/2013 5:14 PM to 6:00 PM CDT for Cook County, W... Read more at http://t.co/xGFi7k1UEF",Weather
348927328128217000,"Severe Thunderstorm Warning - Cook; DuPage; Will County(s), IL until 06/23/13  6:00PM (CDT) #ilwx More @: http://t.co/q6HYeE6JyX",Weather
348927332033118000,"Severe Thunderstorm Warning for Cook, DuPage, and Will County in IL until 6:00pm CDT. #ilwx",Weather
348928192259699000,"RT @severewarn: Severe Thunderstorm Warning for Cook, DuPage, and Will County in IL until 6:00pm CDT. #ilwx",Weather
348928518522024000,"RT @severewarn: Severe Thunderstorm Warning for Cook, DuPage, and Will County in IL until 6:00pm CDT. #ilwx",Weather
348928624541458000,THE NATIONAL WEATHER SERVICE IN CHICAGO HAS ISSUED A,
NA,,
348928624541458000,,
348929340500746000,"RT @severewarn: Severe Thunderstorm Warning for Cook, DuPage, and Will County in IL until 6:00pm CDT. #ilwx",Weather
348929474210959000,"On Call or P/T Food Prep and Cook (Orange County, CA) http://t.co/PNocg5Z4Hd",
348929536836112000,"RT @severewarn: Severe Thunderstorm Warning for Cook, DuPage, and Will County in IL until 6:00pm CDT. #ilwx",Weather
348930226723631000,Severe T-storm warning in central Cook County till 6pm.  Regular updates @WBBMNewsradio 780/105.9  http://t.co/knPmTmY8Y6,Weather
348931738988339000,dawg they never remodeled Cook County Hospital? shit looks exactly the same from when I was a shorty.,
348934377226502000,RT @WBBMNewsradio: Severe T-storm warning in central Cook County till 6pm.  Regular updates @WBBMNewsradio 780/105.9  http://t.co/knPmTmY8Y6,Weather
348934728252027000,iNWS Alert - New event. Severe Thunderstorm Warning from 6/23/2013 5:44 PM to 6:45 PM CDT for Cook County.... http://t.co/AnTgGVnXIU,Weather
348934731146080000,"New event. Severe Thunderstorm Warning from 6/23/2013 5:44 PM to 6:45 PM CDT for Cook County, L... Read more at http://t.co/7LmW0WwfM2",Weather
348934739215925000,"New event. Severe Thunderstorm Warning from 6/23/2013 5:44 PM to 6:45 PM CDT for Cook County, L... Read more at http://t.co/jFYbgZN25N",Weather
348934852608922000,Severe Thunderstorm Warning for Cook and Lake County in IL until 6:45pm CDT. #ilwx,Weather
348934882141024000,"Severe Thunderstorm Warning - Cook; Lake County(s), IL until 06/23/13  6:45PM (CDT) #ilwx More @: http://t.co/I1o9JBTFzg",Weather
348935138924696000,RT @severewarn: Severe Thunderstorm Warning for Cook and Lake County in IL until 6:45pm CDT. #ilwx,Weather
348935342298132000,SEVERE THUNDERSTORM WARNING FOR...,
NA,,
348935342298132000,,
348935880435712000,it's a regular housewives of Dupage or Cook county out by that hotel swimming pool.  but i'm alive you guys.  haha.,
348935913767829000,RT @severewarn: Severe Thunderstorm Warning for Cook and Lake County in IL until 6:45pm CDT. #ilwx,Weather
348936001651081000,RT @severewarn: Severe Thunderstorm Warning for Cook and Lake County in IL until 6:45pm CDT. #ilwx,Weather
348936144370667000,RT @severewarn: Severe Thunderstorm Warning for Cook and Lake County in IL until 6:45pm CDT. #ilwx,Weather
348936539973226000,Cook County.,
348941647276560000,Severe  thunderstorm warning for Cook County until 6.  60mph winds &amp; quarter size hail possible. Call 911 for any emergencies.,Weather
348941953062289000,Storms in northern Cook county have weakened. Strongest cells now from Joliet to Channahon http://t.co/gD2kqjatAc,
348945160878563000,@SchwarzABC7 thank you because i live in the cook county area.,
348946004768342000,RT @SchwarzABC7: Storms in northern Cook county have weakened. Strongest cells now from Joliet to Channahon http://t.co/gD2kqjatAc,
348946503840186000,RT @SchwarzABC7: Storms in northern Cook county have weakened. Strongest cells now from Joliet to Channahon http://t.co/gD2kqjatAc,
348946749307617000,RT @SchwarzABC7: Storms in northern Cook county have weakened. Strongest cells now from Joliet to Channahon http://t.co/gD2kqjatAc,
348952170844008000,"I was born at ""Cook County"" hospital after 37 weeks of chillin in my mom weighing in at 5 pounds and 7 ounces",
348957107216843000,@leahlibrarian I thought that said Cook County and thought it was weird Cook would have an official pineapple upside down cake recipe.,
348957295398498000,Seeing my dad on tv &gt;&gt;&gt; Cook county fordddd!!!! 👌,
348959771140952000,@Emfrederick21 best cook in the county 👌,
348980962849346000,Planning on a trip to get thrown in Cook County Jail in July - someone should be good to mama @RealLucyLawless  LOL... ;),
348981309919601000,i can't even see the moon from all the clouds. and i'm in Cook county.,
348983853639156000,"Lmaooo la. And this ""county cook up""",
348987798969283000,"Thanks LOWV.  The Cook County Observer: Cook County Board Meeting June 19, 2013 http://t.co/5Mmmr1BGTd",
348990780699984000,"AFTER SLEEPING IN CAR ARREST, CHIEF KEEF PAL LIL REESE BACK BEHIND BARS - Cook County Judge Adam Bourgeois... http://t.co/vVZtqdXXMz",
348992624415359000,This girl just seriously posted a status saying she has a blunt&amp; then tagged herself at Cook County Jail #WHAT #DAFUQ #YoureConfused,
348993184933753000,13665 http://t.co/PNlqyw9waO,
348993195914453000,13666 http://t.co/fDiPizwLmt,
348993205301293000,13667 http://t.co/Y2XGfCODBA,
348998149915955000,All we do is cook and eat in this family! There's nothing else to do in Jackson County. 😒😉,
349001124889625000,"RT @CitizenJac: Thanks LOWV.  The Cook County Observer: Cook County Board Meeting June 19, 2013 http://t.co/5Mmmr1BGTd",
349021152892559000,"Terry talm bout the party bus on the bday, imma have to slide thru cook county",
349032836138947000,it cost $143 to keep a person in cook county jail for a day. that is insane,Jail
349044956754756000,@MImran211 and used by every brown boy in the Cook county area.,
349045760974795000,New: CRITTENDEN v. COOK COUNTY COMMISSION ON HUMAN RIGHTS http://t.co/1osmsky9gC,
349049339492053000,Cook County News: Security Guard Shoots Robber at Oak Brook Mall http://t.co/8y7yLnDRRd,News
349049388783509000,Cook County News: Sweeney Has 6 RBIs in Cubs' 14-6 Win Over Astros http://t.co/nR0fmbqnOO,News
349049451240886000,Cook County News: Royals Rally in Eighth to Beat White Sox 7-6 http://t.co/YZugtLdII5,News
349049843047612000,Cook County News: Severe Weather Rolls Into Chicagoland http://t.co/fvxGZFz0yg,News
349057818873180000,@sirMannyMuscles So weird to be outside the old Cook County Hospital at this time...,
349069038422475000,I would smoke one oh wait.. middle finger to cook county,
349083390588379000,Highland Woods is located on the highest point in Cook County and is Forest Preserve Golf’s northwest suburban... http://t.co/9KsCsml6kX,
349099844075409000,Search Nursing Job$ CLINICAL NURSE I MICU-STROGER HOSPITAL-SHIFT:7PM-7AM at Cook County Health and Hospital Sy...  http://t.co/zHGsSDrsgE,
349099844931056000,Search Nursing Job$ CLINICAL NURSE I MICU-STROGER HOSPITAL-SHIFT:7PM-7AM at Cook County Health and Hospital Sy...  http://t.co/wRVgOuU4Cp,
349116568791294000,Looking for something to do This Saturday June 29th? The 1st Annual BBQ Cook-Off / Music Festival at Q.A. County... http://t.co/NiaTfDazEl,
349118668283711000,Cook County launches plan to attract more visitors to forest preserves http://t.co/uavyxdXjVI,
349119597649203000,Cook County launches plan to attract more visitors to forest preserves: To draw members of the public back to the... http://t.co/hAiyuVwCzB,
349119725902639000,DH: Cook County launches plan to attract more visitors to forest preserves http://t.co/Arwl8rOTe2,
349120059165270000,“@breakingchinews: Fired as Chicago cops — and collecting city pensions.  http://t.co/yOiocfjFxQ” ,
349120059165270000,,
349124005527183000,Cook County launches plan to attract more visitors to forest preserves: To draw members of the public back to the... http://t.co/oVMTPXJc5B,
349127574414307000,RT @dailyherald: Cook County launches plan to attract more visitors to forest preserves http://t.co/uavyxdXjVI,
349131593136357000,Cook County limo service http://t.co/FQPQkyvjlw,
349134839603163000,"Cook County, Water District, and Senate Staff along with farm professionals will tour farm and farm business sites... http://t.co/DDlcc0MPtQ",
349144756871365000,Cook County launches plan to attract more visitors to forest preserves http://t.co/uu5nM4qyZB,
349146792929145000,"I'm at Cook County (Indian Head Park, IL) http://t.co/s3UxTMbWNv",
349146954158178000,"5 dead, at least 29 wounded in shootings since Friday night: The Cook County Medical Examiner's... http://t.co/svNMyVSiFZ #Chicago #News",News
349150620554494000,Chicago: 1-in-6 in Cook County food insecure. 18% of them earned 130% -185% of the poverty level @feedingamerica http://t.co/RrNcWuYLF4,
349152971310895000,RT @kionline: Looking for something to do This Saturday June 29th? The 1st Annual BBQ Cook-Off / Music Festival at Q.A. County... http://t.…,
349158814945268000,My entertainment for jury service today... @ Cook County Criminal Courthouse http://t.co/oeD4kNCEmt,
349165730702426000,"5 dead, at least 29 wounded in shootings since Friday night: The Cook County Medical Examiner's... http://t.co/xJyZWqxbAU #Chicago #News",News
349165882255217000,"I'm at Cook County 6th Municipal Court in Markham (Markham, IL) http://t.co/Mhli03ht4F",
349168120906252000,All charges dismissed on a felony! Happy Monday!  #justicerocks (@ Cook County Criminal Courts Building w/ 2 others) http://t.co/dcc6atQC1R,Jail
349169118622151000,County commissioners Archer &amp; Cook scolded parks director Terry Bertels for failure to communicate with commissioners on 1 particular matter,
349169975770100000,Archer &amp; Cook voiced dismay that parks &amp; recreation didn't notify commissioners until the city had sent the county its final notice.,
349170761300324000,RT @timhrenchir: County commissioners Archer &amp; Cook scolded parks director Terry Bertels for failure to communicate with commissioners on 1…,
349172126307189000,"@MzGive2Fuks be ready for that fine, tf they continue u for smh, typical cook county",
349172579665330000,@keyboards2bass here's a direct link for tech position in Cook County. http://t.co/PgBSfRPFzA Thanks for your interest!,
349180363823796000,"@skdshane lol mug county with Cook, Bopara,Shah,Foster,Napier,Tait, Tendo etc...?",
349184483527889000,1/6 neighbors in Cook County are uncertain where they'll get their next meal. Join Team GIV on 6/29 &amp; help the cause! http://t.co/IEvNtH7y2B,
349190104503431000,Cook Co. Comm. John Fritchey says county gun court isn't happening in this week's DW Q+A http://t.co/8Ng6whFIRR,
349190382858412000,Cook Co. Comm. @johnfritchey says county gun court isn't happening in this week's DW Q+A http://t.co/8Ng6whFIRR,
349190510805672000,Breaking-Gov. Quinn to sign Erin's Law in late January at CAC of North &amp; NW Cook County. Thank you @ErinMerryn! http://t.co/itAOyamqL1,
